metric,test,placebo_mean,placebo_std,baseline_mean,baseline_std,n_pairs,mean_diff,std_diff,statistic,p_value,effect_size,effect_label
PVT_mean_rt,Paired t,256.59790303972034,26.365771117634306,243.19757797099925,29.981611711039406,27,13.400325068721065,25.81841912185153,2.6969169274953635,0.012117583705449428,0.5190219046905022,Cohen's d_z
PVT_median_rt,Paired t,243.27396904980694,20.209413937092418,233.89603915037932,18.473555861596846,27,9.377929899427626,20.265917328168875,2.4044879083342603,0.023613484636164105,0.46274391371332846,Cohen's d_z
PVT_slowest_10pct,Paired t,305.98752057110823,60.999216894985835,277.86025471157495,61.05034708781314,27,28.12726585953323,69.49413307036355,2.1031064664429318,0.04528606189139894,0.404743028178423,Cohen's d_z
DSST_correct_count,Paired t,67.88888888888889,11.741882083882246,68.70370370370371,12.907406385526862,27,-0.8148148148148148,8.92721438608689,-0.47426910466671596,0.6392670128151565,-0.09127313174921708,Cohen's d_z
DigitSpan_forward_span,Paired t,8.045454545454545,1.2901558682973793,8.272727272727273,0.8827348295047496,22,-0.22727272727272727,0.8691439785278706,-1.2264982650902285,0.23358620432486227,-0.2614903087261501,Cohen's d_z
DigitSpan_backward_span,Paired t,7.363636363636363,1.2167659925061518,7.590909090909091,1.2212051389271137,22,-0.22727272727272727,1.3068252399583533,-0.8157200742557009,0.4238164172065081,-0.17391210417696717,Cohen's d_z
DigitSpan_total_span,Paired t,15.409090909090908,2.0853021000528553,15.863636363636363,1.7807289717965704,22,-0.45454545454545453,1.5954480704349314,-1.3363062095621216,0.1957494606704833,-0.2849014411490948,Cohen's d_z
SSS_rating,Wilcoxon signed-rank,3.111111111111111,0.8006407690254357,2.6666666666666665,1.1766968108291043,27,0.4444444444444444,1.3681355458414461,97.0,0.13118705355569152,0.375,rank-biserial r
