2025-09-23T10:53:00+02:00,suit,random
2025-10-09T10:53:00+02:00,suit,nonrandom
2025-10-21T13:30:00+02:00,suit,random
2025-10-22T12:30:00+02:00,suit,random
2025-10-23T09:23:00+02:00,casual,random
2025-10-27T14:29:00+01:00,suit,random
2025-10-28T17:35:00+01:00,suit,random
2025-10-29T12:30:00+01:00,casual,random
