"alarm","date","activity","happy","content","relaxed","horny"
2021-03-15T12:17,2021-03-15T12:17,"",54,52,54,
2021-03-15T12:34,2021-03-15T12:34,"",54,55,51,
2021-03-15T14:08,2021-03-15T14:08,"",54,55,58,
2021-03-15T15:31,2021-03-15T15:31,"",53,55,49,
2021-03-15T17:33,2021-03-15T17:33,"",52,53,53,
2021-03-15T17:48,2021-03-15T17:48,"",49,48,54,
2021-03-16T10:13,2021-03-16T10:13,"",46,46,47,
2021-03-16T11:16,2021-03-16T11:16,"",49,49,53,
2021-03-16T12:03,2021-03-16T12:03,"",51,46,51,
2021-03-16T13:36,2021-03-16T13:36,"",48,46,52,
2021-03-16T14:37,2021-03-16T14:37,"",53,52,53,
2021-03-16T15:22,2021-03-16T15:22,"",53,52,53,
2021-03-16T19:47,2021-03-16T19:47,"",55,48,53,
2021-03-16T21:42,2021-03-16T21:42,"",53,49,51,
2021-03-17T11:35,2021-03-17T11:35,"",47,48,49,
2021-03-17T13:07,2021-03-17T13:07,"",47,47,49,
2021-03-17T14:07,2021-03-17T14:07,"",52,50,52,
2021-03-17T15:07,2021-03-17T15:07,"",55,52,52,
2021-03-17T16:55,2021-03-17T16:55,"",49,48,53,
2021-03-17T17:26,2021-03-17T17:26,"",49,49,51,
2021-03-17T17:58,2021-03-17T17:58,"",52,52,55,
2021-03-17T19:00,2021-03-17T19:00,"",50,52,55,
2021-03-18T08:57,2021-03-18T08:57,"",,,,
2021-03-18T09:27,2021-03-18T09:27,"",51,52,53,
2021-03-18T13:59,2021-03-18T13:59,"",52,51,53,
2021-03-18T21:11,2021-03-18T21:11,"",49,51,53,
2021-03-19T09:16,2021-03-19T09:16,"",49,51,54,
2021-03-19T10:22,2021-03-19T10:22,"",51,49,52,
2021-03-19T10:37,2021-03-19T10:37,"",52,53,53,
2021-03-19T14:48,2021-03-19T14:48,"",52,54,52,
2021-03-19T15:05,2021-03-19T15:05,"",48,48,52,
2021-03-19T18:42,2021-03-19T18:42,"",48,52,51,
2021-03-19T19:27,2021-03-19T19:27,"",50,49,52,
2021-03-19T19:57,2021-03-19T19:57,"",51,50,51,
2021-03-20T08:23,2021-03-20T08:23,"",,,,
2021-03-20T08:23,2021-03-20T08:23,"",54,53,54,
2021-03-20T08:43,2021-03-20T08:43,"",52,52,52,
2021-03-20T10:18,2021-03-20T10:18,"",48,47,51,
2021-03-20T10:52,2021-03-20T10:52,"",50,49,51,
2021-03-20T11:09,2021-03-20T11:09,"",51,53,51,
2021-03-20T11:55,2021-03-20T11:55,"",54,48,52,
2021-03-20T12:44,2021-03-20T12:44,"",,,,
2021-03-20T13:45,2021-03-20T13:45,"",53,54,53,
2021-03-20T14:32,2021-03-20T14:32,"",53,54,55,
2021-03-20T16:48,2021-03-20T16:48,"",52,48,53,
2021-03-20T19:42,2021-03-20T19:42,"",52,52,52,
2021-03-20T20:37,2021-03-20T20:37,"",,,,
2021-03-21T11:37,2021-03-21T11:37,"",,,,
2021-03-21T11:37,2021-03-21T11:37,"",51,49,54,
2021-03-21T13:12,2021-03-21T13:12,"",55,52,52,
2021-03-21T14:45,2021-03-21T14:45,"",54,57,52,
2021-03-21T15:01,2021-03-21T15:01,"",54,55,58,
2021-03-22T09:00,2021-03-22T09:00,"",52,54,54,
2021-03-22T09:23,2021-03-22T09:23,"",,,,
2021-03-22T09:42,2021-03-22T09:42,"",51,49,55,
2021-03-22T09:57,2021-03-22T09:57,"",51,52,52,
2021-03-22T11:41,2021-03-22T11:41,"",48,46,54,
2021-03-22T12:27,2021-03-22T12:27,"",48,47,47,
2021-03-22T14:15,2021-03-22T14:15,"",52,54,55,
2021-03-22T17:04,2021-03-22T17:04,"",54,61,58,
2021-03-22T17:34,2021-03-22T17:34,"",52,57,53,
2021-03-22T20:15,2021-03-22T20:15,"",52,55,55,
2021-03-23T08:51,2021-03-23T08:51,"",,,,
2021-03-23T08:51,2021-03-23T08:51,"",52,53,53,
2021-03-23T12:50,2021-03-23T12:50,"",53,52,53,
2021-03-23T15:18,2021-03-23T15:18,"",54,54,56,
2021-03-23T16:24,2021-03-23T16:24,"",52,52,53,
2021-03-23T17:28,2021-03-23T17:28,"",49,50,52,
2021-03-23T17:43,2021-03-23T17:43,"",49,48,53,
2021-03-23T18:13,2021-03-23T18:13,"",54,53,55,
2021-03-23T20:00,2021-03-23T20:00,"",54,54,54,
2021-03-24T09:35,2021-03-24T09:35,"",52,54,55,
2021-03-24T10:36,2021-03-24T10:36,"",53,54,54,
2021-03-24T20:49,2021-03-24T20:49,"",53,54,53,
2021-03-25T10:47,2021-03-25T10:47,"",48,48,53,
2021-03-25T11:21,2021-03-25T11:21,"",53,47,53,
2021-03-25T13:24,2021-03-25T13:24,"",53,48,52,
2021-03-25T14:14,2021-03-25T14:14,"",49,48,51,
2021-03-25T19:16,2021-03-25T19:16,"",55,56,58,
2021-03-26T10:11,2021-03-26T10:11,"",,,,
2021-03-26T10:11,2021-03-26T10:11,"",52,52,52,
2021-03-26T10:27,2021-03-26T10:27,"",51,52,54,
2021-03-26T14:07,2021-03-26T14:07,"",52,54,49,
2021-03-26T18:29,2021-03-26T18:29,"",53,54,54,
2021-03-26T18:45,2021-03-26T18:45,"",52,54,52,
2021-03-26T20:47,2021-03-26T20:47,"",50,51,52,
2021-03-27T11:59,2021-03-27T11:59,"",,,,
2021-03-27T11:59,2021-03-27T11:59,"",52,53,54,
2021-03-27T13:00,2021-03-27T13:00,"",48,47,53,
2021-03-27T14:33,2021-03-27T14:33,"",56,56,53,
2021-03-27T15:41,2021-03-27T15:41,"",54,55,54,
2021-03-27T15:54,2021-03-27T15:54,"",52,52,52,
2021-03-27T17:31,2021-03-27T17:31,"",55,56,54,
2021-03-28T14:42,2021-03-28T14:42,"",55,56,57,
2021-03-28T14:43,2021-03-28T14:43,"",,,,
2021-03-28T17:29,2021-03-28T17:29,"",56,53,54,
2021-03-28T18:48,2021-03-28T18:48,"",53,50,53,
2021-03-28T19:34,2021-03-28T19:34,"",51,51,48,
2021-03-28T19:48,2021-03-28T19:48,"",49,51,52,
2021-03-29T09:25,2021-03-29T09:25,"",,,,
2021-03-29T09:25,2021-03-29T09:25,"",52,52,54,
2021-03-29T10:00,2021-03-29T10:00,"",50,51,54,
2021-03-29T11:17,2021-03-29T11:17,"",49,48,52,
2021-03-29T11:47,2021-03-29T11:47,"",49,49,54,
2021-03-29T12:33,2021-03-29T12:33,"",52,52,51,
2021-03-29T13:34,2021-03-29T13:34,"",49,47,51,
2021-03-29T14:22,2021-03-29T14:22,"",47,45,52,
2021-03-29T15:31,2021-03-29T15:31,"",49,48,49,
2021-03-30T08:41,2021-03-30T08:41,"",49,51,51,
2021-03-30T08:56,2021-03-30T08:56,"",49,49,51,
2021-03-30T09:47,2021-03-30T09:47,"",51,52,49,
2021-03-30T09:58,2021-03-30T09:58,"",51,52,50,
2021-03-30T11:00,2021-03-30T11:00,"",52,51,53,
2021-03-30T17:44,2021-03-30T17:44,"",52,51,53,
2021-03-30T19:17,2021-03-30T19:17,"",52,52,54,
2021-03-30T21:34,2021-03-30T21:34,"",51,49,52,
2021-03-31T09:12,2021-03-31T09:12,"",50,51,53,
2021-03-31T10:04,2021-03-31T10:04,"",52,53,56,
2021-03-31T10:51,2021-03-31T10:51,"",50,49,48,
2021-03-31T11:22,2021-03-31T11:22,"",48,48,50,
2021-03-31T11:56,2021-03-31T11:56,"",51,53,52,
2021-03-31T12:13,2021-03-31T12:13,"",53,53,55,
2021-03-31T13:25,2021-03-31T13:25,"",53,54,49,
2021-03-31T16:16,2021-03-31T16:16,"",51,52,47,
2021-03-31T16:28,2021-03-31T16:28,"",53,54,52,
2021-03-31T16:58,2021-03-31T16:58,"",51,52,55,
2021-03-31T17:33,2021-03-31T17:33,"",52,55,55,
2021-03-31T18:15,2021-03-31T18:15,"",54,52,54,
2021-03-31T21:41,2021-03-31T21:41,"",52,53,53,
2021-03-31T23:00,2021-03-31T23:00,"",48,47,48,
2021-04-01T08:45,2021-04-01T08:45,"",48,47,51,
2021-04-01T11:03,2021-04-01T11:03,"",52,47,54,
2021-04-01T14:15,2021-04-01T14:15,"",47,47,52,
2021-04-01T14:34,2021-04-01T14:34,"",54,53,53,
2021-04-01T16:05,2021-04-01T16:05,"",48,47,46,
2021-04-01T16:51,2021-04-01T16:51,"",47,46,48,
2021-04-01T18:07,2021-04-01T18:07,"",46,45,48,
2021-04-01T21:34,2021-04-01T21:34,"",48,47,52,
2021-04-02T10:38,2021-04-02T10:38,"",53,52,54,
2021-04-02T11:55,2021-04-02T11:55,"",52,52,53,
2021-04-02T13:54,2021-04-02T13:54,"",52,52,52,
2021-04-02T14:40,2021-04-02T14:40,"",55,52,48,
2021-04-03T09:55,2021-04-03T09:55,"",51,52,53,
2021-04-03T10:09,2021-04-03T10:09,"",52,48,51,
2021-04-03T18:44,2021-04-03T18:44,"",52,53,53,
2021-04-03T18:59,2021-04-03T18:59,"",54,50,52,
2021-04-04T09:28,2021-04-04T09:28,"",,,,
2021-04-04T09:28,2021-04-04T09:28,"",51,52,53,
2021-04-04T10:35,2021-04-04T10:35,"",53,48,52,
2021-04-04T11:55,2021-04-04T11:55,"",53,52,52,
2021-04-04T14:12,2021-04-04T14:12,"",53,54,51,
2021-04-04T14:27,2021-04-04T14:27,"",51,52,52,
2021-04-04T15:15,2021-04-04T15:15,"",49,48,51,
2021-04-05T08:36,2021-04-05T08:36,"",49,48,51,
2021-04-05T08:48,2021-04-05T08:48,"",48,49,51,
2021-04-05T09:50,2021-04-05T09:50,"",48,47,53,
2021-04-05T10:53,2021-04-05T10:53,"",49,48,49,
2021-04-05T11:39,2021-04-05T11:39,"",51,51,52,
2021-04-05T12:30,2021-04-05T12:30,"",52,54,53,
2021-04-05T12:46,2021-04-05T12:46,"",51,51,53,
2021-04-05T13:05,2021-04-05T13:05,"",53,54,53,
2021-04-05T14:09,2021-04-05T14:09,"",,,,
2021-04-05T14:24,2021-04-05T14:24,"",52,52,53,
2021-04-05T14:40,2021-04-05T14:40,"",52,52,55,
2021-04-05T19:51,2021-04-05T19:51,"",49,47,51,
2021-04-05T21:45,2021-04-05T21:45,"",55,56,53,
2021-04-06T13:34,2021-04-06T13:34,"",48,47,45,
2021-04-06T17:01,2021-04-06T17:01,"",52,53,53,
2021-04-06T17:16,2021-04-06T17:16,"",51,52,53,
2021-04-06T18:06,2021-04-06T18:06,"",48,47,48,
2021-04-06T18:37,2021-04-06T18:37,"",,,,
2021-04-06T18:37,2021-04-06T18:37,"",49,47,52,
2021-04-06T19:23,2021-04-06T19:23,"",48,47,48,
2021-04-07T08:12,2021-04-07T08:12,"",49,47,53,
2021-04-07T08:23,2021-04-07T08:23,"",,,,
2021-04-07T08:53,2021-04-07T08:53,"",51,50,52,
2021-04-07T09:09,2021-04-07T09:09,"",49,48,52,
2021-04-07T11:00,2021-04-07T11:00,"",51,52,53,
2021-04-07T13:20,2021-04-07T13:20,"",53,54,48,
2021-04-07T13:52,2021-04-07T13:52,"",47,48,46,
2021-04-07T15:42,2021-04-07T15:42,"",49,47,48,
2021-04-07T17:42,2021-04-07T17:42,"",49,46,48,
2021-04-07T19:30,2021-04-07T19:30,"",48,47,51,
2021-04-07T19:46,2021-04-07T19:46,"",46,48,53,
2021-04-08T08:23,2021-04-08T08:23,"",51,52,53,
2021-04-08T08:33,2021-04-08T08:33,"",49,48,52,
2021-04-08T14:19,2021-04-08T14:19,"",52,53,54,
2021-04-08T15:27,2021-04-08T15:27,"",53,53,54,
2021-04-08T19:18,2021-04-08T19:18,"",51,52,55,
2021-04-09T08:56,2021-04-09T08:56,"",47,46,53,
2021-04-09T13:02,2021-04-09T13:02,"",53,54,54,
2021-04-09T14:35,2021-04-09T14:35,"",51,51,52,
2021-04-09T18:29,2021-04-09T18:29,"",48,49,51,
2021-04-09T22:50,2021-04-09T22:50,"",51,47,48,
2021-04-10T10:26,2021-04-10T10:26,"",48,47,52,
2021-04-10T16:39,2021-04-10T16:39,"",51,52,52,
2021-04-10T19:08,2021-04-10T19:08,"",51,52,52,
2021-04-11T09:31,2021-04-11T09:31,"",51,51,52,
2021-04-11T09:47,2021-04-11T09:47,"",49,47,52,
2021-04-11T10:50,2021-04-11T10:50,"",49,47,50,
2021-04-11T12:27,2021-04-11T12:27,"",47,46,49,
2021-04-11T14:59,2021-04-11T14:59,"",51,48,52,
2021-04-11T15:30,2021-04-11T15:30,"",51,53,53,
2021-04-12T08:43,2021-04-12T08:43,"",49,48,49,
2021-04-12T09:41,2021-04-12T09:41,"",51,49,52,
2021-04-12T14:29,2021-04-12T14:29,"",49,49,53,
2021-04-12T15:15,2021-04-12T15:15,"",54,53,54,
2021-04-12T17:04,2021-04-12T17:04,"",47,48,47,
2021-04-12T18:07,2021-04-12T18:07,"",59,58,48,
2021-04-12T18:52,2021-04-12T18:52,"",53,51,52,
2021-04-12T19:09,2021-04-12T19:09,"",52,52,53,
2021-04-12T20:10,2021-04-12T20:10,"",49,48,47,
2021-04-12T20:55,2021-04-12T20:55,"",,,,
2021-04-13T08:30,2021-04-13T08:30,"",,,,
2021-04-13T08:30,2021-04-13T08:30,"",49,47,48,
2021-04-13T12:10,2021-04-13T12:10,"",52,52,52,
2021-04-13T14:20,2021-04-13T14:20,"",52,51,54,
2021-04-13T16:44,2021-04-13T16:44,"",51,51,52,
2021-04-13T18:32,2021-04-13T18:32,"",51,52,52,
2021-04-13T19:07,2021-04-13T19:07,"",49,47,53,
2021-04-14T09:32,2021-04-14T09:32,"",51,52,53,
2021-04-14T13:23,2021-04-14T13:23,"",52,52,52,
2021-04-14T14:16,2021-04-14T14:16,"",51,52,52,
2021-04-14T15:06,2021-04-14T15:06,"",49,48,52,
2021-04-14T15:21,2021-04-14T15:21,"",47,46,52,
2021-04-14T16:38,2021-04-14T16:38,"",51,52,52,
2021-04-14T17:30,2021-04-14T17:30,"",49,48,45,
2021-04-14T19:08,2021-04-14T19:08,"",52,52,52,
2021-04-15T08:38,2021-04-15T08:38,"",52,53,53,
2021-04-15T09:23,2021-04-15T09:23,"",53,54,54,
2021-04-15T10:13,2021-04-15T10:13,"",51,51,50,
2021-04-15T11:49,2021-04-15T11:49,"",51,49,48,
2021-04-15T12:05,2021-04-15T12:05,"",50,51,52,
2021-04-15T12:20,2021-04-15T12:20,"",52,52,53,
2021-04-15T12:36,2021-04-15T12:36,"",52,52,53,
2021-04-15T13:55,2021-04-15T13:55,"",49,48,50,
2021-04-15T14:40,2021-04-15T14:40,"",51,51,53,
2021-04-15T16:12,2021-04-15T16:12,"",51,52,51,
2021-04-15T16:30,2021-04-15T16:30,"",51,51,52,
2021-04-15T19:35,2021-04-15T19:35,"",52,52,53,
2021-04-16T08:44,2021-04-16T08:44,"",,,,
2021-04-16T08:44,2021-04-16T08:44,"",52,53,54,
2021-04-16T09:37,2021-04-16T09:37,"",51,52,53,
2021-04-16T10:23,2021-04-16T10:23,"",51,49,53,
2021-04-16T10:38,2021-04-16T10:38,"",52,50,51,
2021-04-16T11:10,2021-04-16T11:10,"",51,52,54,
2021-04-16T14:45,2021-04-16T14:45,"",51,51,52,
2021-04-16T15:00,2021-04-16T15:00,"",52,54,52,
2021-04-16T15:46,2021-04-16T15:46,"",49,48,49,
2021-04-16T16:47,2021-04-16T16:47,"",47,51,52,
2021-04-16T18:34,2021-04-16T18:34,"",52,52,53,
2021-04-17T09:35,2021-04-17T09:35,"",50,47,51,
2021-04-17T14:25,2021-04-17T14:25,"",54,53,53,
2021-04-17T15:04,2021-04-17T15:04,"",52,53,54,
2021-04-17T22:02,2021-04-17T22:02,"",53,52,52,
2021-04-19T08:44,2021-04-19T08:44,"",,,,
2021-04-19T08:44,2021-04-19T08:44,"",48,47,51,
2021-04-19T10:24,2021-04-19T10:24,"",51,52,53,
2021-04-19T10:36,2021-04-19T10:36,"",48,49,52,
2021-04-19T10:54,2021-04-19T10:54,"",49,48,51,
2021-04-19T11:11,2021-04-19T11:11,"",51,52,50,
2021-04-19T12:44,2021-04-19T12:44,"",51,51,52,
2021-04-19T15:07,2021-04-19T15:07,"",52,53,51,
2021-04-19T16:58,2021-04-19T16:58,"",49,48,52,
2021-04-19T18:15,2021-04-19T18:15,"",52,52,53,
2021-04-20T10:57,2021-04-20T10:57,"",51,50,52,
2021-04-20T12:25,2021-04-20T12:25,"",51,52,52,
2021-04-20T12:41,2021-04-20T12:41,"",51,54,53,
2021-04-20T13:46,2021-04-20T13:46,"",50,51,52,
2021-04-20T15:10,2021-04-20T15:10,"",52,52,52,
2021-04-21T10:13,2021-04-21T10:13,"",48,48,51,
2021-04-21T10:34,2021-04-21T10:34,"",,,,
2021-04-21T10:43,2021-04-21T10:43,"",52,52,51,
2021-04-21T12:20,2021-04-21T12:20,"",48,47,53,
2021-04-21T13:40,2021-04-21T13:40,"",51,53,52,
2021-04-21T14:10,2021-04-21T14:10,"",54,53,53,
2021-04-21T15:25,2021-04-21T15:25,"",51,50,52,
2021-04-21T16:59,2021-04-21T16:59,"",49,48,51,
2021-04-21T18:00,2021-04-21T18:00,"",52,54,51,
2021-04-21T19:15,2021-04-21T19:15,"",48,47,51,
2021-04-21T21:24,2021-04-21T21:24,"",49,49,51,
2021-04-22T09:48,2021-04-22T09:48,"",52,52,52,
2021-04-22T12:30,2021-04-22T12:30,"",55,52,53,
2021-04-22T13:17,2021-04-22T13:17,"",51,49,53,
2021-04-22T14:38,2021-04-22T14:38,"",53,52,52,
2021-04-22T15:40,2021-04-22T15:40,"",51,51,52,
2021-04-22T15:55,2021-04-22T15:55,"",52,52,54,
2021-04-22T17:36,2021-04-22T17:36,"",52,51,52,
2021-04-22T18:05,2021-04-22T18:05,"",53,52,52,
2021-04-22T19:22,2021-04-22T19:22,"",53,55,53,
2021-04-22T22:10,2021-04-22T22:10,"",52,52,53,
2021-04-23T09:48,2021-04-23T09:48,"",53,52,52,
2021-04-23T10:03,2021-04-23T10:03,"",52,51,53,
2021-04-23T13:10,2021-04-23T13:10,"",52,52,53,
2021-04-23T14:26,2021-04-23T14:26,"",46,46,52,
2021-04-23T14:43,2021-04-23T14:43,"",,,,
2021-04-23T22:10,2021-04-23T22:10,"",48,49,51,
2021-04-24T10:22,2021-04-24T10:22,"",,,,
2021-04-24T10:22,2021-04-24T10:22,"",54,53,53,
2021-04-24T11:00,2021-04-24T11:00,"",49,48,51,
2021-04-24T12:32,2021-04-24T12:32,"",51,51,50,
2021-04-24T14:38,2021-04-24T14:38,"",51,52,52,
2021-04-24T15:40,2021-04-24T15:40,"",48,48,51,
2021-04-24T22:04,2021-04-24T22:04,"",52,51,52,
2021-04-25T10:53,2021-04-25T10:53,"",52,52,54,
2021-04-25T11:10,2021-04-25T11:10,"",52,53,53,
2021-04-25T12:44,2021-04-25T12:44,"",51,52,52,
2021-04-25T13:30,2021-04-25T13:30,"",50,51,52,
2021-04-25T17:55,2021-04-25T17:55,"",52,51,53,
2021-04-26T08:40,2021-04-26T08:40,"",51,50,51,
2021-04-26T10:47,2021-04-26T10:47,"",52,53,52,
2021-04-26T11:34,2021-04-26T11:34,"",51,53,52,
2021-04-26T12:29,2021-04-26T12:29,"",53,52,52,
2021-04-26T14:36,2021-04-26T14:36,"",51,52,53,
2021-04-27T09:07,2021-04-27T09:07,"",52,52,53,
2021-04-27T09:09,2021-04-27T09:09,"",,,,
2021-04-27T09:32,2021-04-27T09:32,"",49,48,52,
2021-04-27T10:21,2021-04-27T10:21,"",51,54,53,
2021-04-27T14:12,2021-04-27T14:12,"",51,52,49,
2021-04-27T18:15,2021-04-27T18:15,"",49,49,52,
2021-04-27T20:51,2021-04-27T20:51,"",51,52,53,
2021-04-27T22:22,2021-04-27T22:22,"",52,51,51,
2021-04-28T09:12,2021-04-28T09:12,"",49,49,52,
2021-04-28T11:43,2021-04-28T11:43,"",51,50,51,
2021-04-28T13:00,2021-04-28T13:00,"",,,,
2021-04-28T13:00,2021-04-28T13:00,"",51,51,53,
2021-04-28T13:32,2021-04-28T13:32,"",49,47,51,
2021-04-28T16:01,2021-04-28T16:01,"",52,52,52,
2021-04-28T17:21,2021-04-28T17:21,"",46,48,49,
2021-04-29T08:56,2021-04-29T08:56,"",51,49,51,
2021-04-29T09:29,2021-04-29T09:29,"",49,48,51,
2021-04-29T09:46,2021-04-29T09:46,"",52,52,52,
2021-04-29T10:04,2021-04-29T10:04,"",,,,
2021-04-29T11:19,2021-04-29T11:19,"",51,49,51,
2021-04-29T11:53,2021-04-29T11:53,"",52,53,52,
2021-04-29T15:15,2021-04-29T15:15,"",49,47,51,
2021-04-29T16:00,2021-04-29T16:00,"",49,47,50,
2021-04-29T18:04,2021-04-29T18:04,"",51,52,51,
2021-04-30T08:33,2021-04-30T08:33,"",52,53,52,
2021-04-30T08:36,2021-04-30T08:36,"",,,,
2021-04-30T08:46,2021-04-30T08:46,"",51,51,53,
2021-04-30T09:01,2021-04-30T09:01,"",,,,
2021-04-30T15:01,2021-04-30T15:01,"",51,49,52,
2021-04-30T17:35,2021-04-30T17:35,"",54,53,54,
2021-04-30T20:42,2021-04-30T20:42,"",51,52,52,
2021-05-01T09:33,2021-05-01T09:33,"",,,,
2021-05-01T09:33,2021-05-01T09:33,"",50,48,51,
2021-05-01T10:21,2021-05-01T10:21,"",51,52,52,
2021-05-01T15:34,2021-05-01T15:34,"",49,49,51,
2021-05-01T18:45,2021-05-01T18:45,"",53,52,52,
2021-05-02T09:32,2021-05-02T09:32,"",49,47,51,
2021-05-02T10:33,2021-05-02T10:33,"",49,48,52,
2021-05-02T18:23,2021-05-02T18:23,"",47,47,52,
2021-05-03T08:40,2021-05-03T08:40,"",48,48,49,
2021-05-03T09:51,2021-05-03T09:51,"",48,47,51,
2021-05-03T10:03,2021-05-03T10:03,"",52,53,51,
2021-05-03T10:33,2021-05-03T10:33,"",48,48,52,
2021-05-03T12:10,2021-05-03T12:10,"",54,53,54,
2021-05-03T13:14,2021-05-03T13:14,"",51,52,53,
2021-05-03T13:46,2021-05-03T13:46,"",49,49,51,
2021-05-03T15:34,2021-05-03T15:34,"",48,47,51,
2021-05-03T16:05,2021-05-03T16:05,"",51,51,49,
2021-05-03T18:08,2021-05-03T18:08,"",52,51,51,
2021-05-03T19:14,2021-05-03T19:14,"",52,52,52,
2021-05-04T09:54,2021-05-04T09:54,"",,,,
2021-05-04T12:15,2021-05-04T12:15,"",51,51,51,
2021-05-04T12:47,2021-05-04T12:47,"",52,52,53,
2021-05-04T13:33,2021-05-04T13:33,"",51,52,52,
2021-05-04T14:48,2021-05-04T14:48,"",52,52,52,
2021-05-04T15:18,2021-05-04T15:18,"",51,51,53,
2021-05-04T16:22,2021-05-04T16:22,"",49,49,52,
2021-05-04T16:38,2021-05-04T16:38,"",51,51,52,
2021-05-04T22:20,2021-05-04T22:20,"",53,53,52,
2021-05-05T09:30,2021-05-05T09:30,"",,,,
2021-05-05T09:45,2021-05-05T09:45,"",49,49,49,
2021-05-05T10:03,2021-05-05T10:03,"",49,48,51,
2021-05-05T10:50,2021-05-05T10:50,"",48,48,49,
2021-05-05T11:23,2021-05-05T11:23,"",51,52,52,
2021-05-05T12:42,2021-05-05T12:42,"",50,51,49,
2021-05-05T14:30,2021-05-05T14:30,"",51,49,47,
2021-05-05T16:04,2021-05-05T16:04,"",48,47,52,
2021-05-05T16:36,2021-05-05T16:36,"",52,52,51,
2021-05-05T19:58,2021-05-05T19:58,"",51,52,52,
2021-05-05T22:01,2021-05-05T22:01,"",49,48,51,
2021-05-06T09:15,2021-05-06T09:15,"",52,51,53,
2021-05-06T10:09,2021-05-06T10:09,"",52,50,52,
2021-05-06T12:58,2021-05-06T12:58,"",49,48,51,
2021-05-06T13:18,2021-05-06T13:18,"",49,49,49,
2021-05-07T09:19,2021-05-07T09:19,"",51,51,52,
2021-05-07T10:33,2021-05-07T10:33,"",48,47,51,
2021-05-07T12:05,2021-05-07T12:05,"",49,48,51,
2021-05-07T12:50,2021-05-07T12:50,"",51,52,53,
2021-05-07T13:21,2021-05-07T13:21,"",52,52,49,
2021-05-07T16:25,2021-05-07T16:25,"",51,51,54,
2021-05-08T09:35,2021-05-08T09:35,"",52,53,53,
2021-05-09T09:35,2021-05-09T09:35,"",51,52,52,
2021-05-09T20:29,2021-05-09T20:29,"",48,47,49,
2021-05-10T08:43,2021-05-10T08:43,"",51,53,52,
2021-05-10T09:34,2021-05-10T09:34,"",51,51,52,
2021-05-10T09:51,2021-05-10T09:51,"",49,51,49,
2021-05-10T11:20,2021-05-10T11:20,"",48,48,50,
2021-05-10T11:51,2021-05-10T11:51,"",53,51,51,
2021-05-10T12:07,2021-05-10T12:07,"",,,,
2021-05-10T13:09,2021-05-10T13:09,"",49,47,51,
2021-05-10T13:55,2021-05-10T13:55,"",49,47,53,
2021-05-10T18:58,2021-05-10T18:58,"",51,51,48,
2021-05-10T22:48,2021-05-10T22:48,"",49,46,51,
2021-05-11T10:03,2021-05-11T10:03,"",52,49,53,
2021-05-11T10:50,2021-05-11T10:50,"",49,48,48,
2021-05-11T11:07,2021-05-11T11:07,"",54,53,52,
2021-05-11T11:37,2021-05-11T11:37,"",52,53,48,
2021-05-11T13:14,2021-05-11T13:14,"",53,53,52,
2021-05-11T17:37,2021-05-11T17:37,"",49,47,52,
2021-05-11T22:50,2021-05-11T22:50,"",51,52,52,
2021-05-12T08:54,2021-05-12T08:54,"",48,48,51,
2021-05-12T11:13,2021-05-12T11:13,"",47,48,52,
2021-05-12T11:44,2021-05-12T11:44,"",48,46,52,
2021-05-12T12:31,2021-05-12T12:31,"",48,48,51,
2021-05-12T14:08,2021-05-12T14:08,"",46,46,49,
2021-05-12T16:31,2021-05-12T16:31,"",47,48,48,
2021-05-12T21:01,2021-05-12T21:01,"",46,45,48,
2021-05-13T18:58,2021-05-13T18:58,"",54,54,55,
2021-05-14T09:17,2021-05-14T09:17,"",48,49,53,
2021-05-14T09:36,2021-05-14T09:36,"",49,48,51,
2021-05-14T10:22,2021-05-14T10:22,"",50,51,49,
2021-05-14T12:59,2021-05-14T12:59,"",52,52,53,
2021-05-14T17:34,2021-05-14T17:34,"",51,52,53,
2021-05-15T10:31,2021-05-15T10:31,"",51,53,51,
2021-05-15T13:49,2021-05-15T13:49,"",49,49,51,
2021-05-15T14:19,2021-05-15T14:19,"",47,48,51,
2021-05-15T15:24,2021-05-15T15:24,"",51,48,51,
2021-05-15T18:01,2021-05-15T18:01,"",53,54,53,
2021-05-15T19:08,2021-05-15T19:08,"",51,52,54,
2021-05-15T22:36,2021-05-15T22:36,"",52,53,54,
2021-05-16T17:59,2021-05-16T17:59,"",53,51,52,
2021-05-16T19:31,2021-05-16T19:31,"",48,48,51,
2021-05-17T12:26,2021-05-17T12:26,"",52,52,52,
2021-05-17T14:47,2021-05-17T14:47,"",51,49,51,
2021-05-18T12:10,2021-05-18T12:10,"",51,52,51,
2021-05-18T15:34,2021-05-18T15:34,"",51,49,52,
2021-05-18T19:16,2021-05-18T19:16,"",51,51,51,
2021-05-18T20:07,2021-05-18T20:07,"",49,47,51,
2021-05-19T09:32,2021-05-19T09:32,"",49,48,53,
2021-05-19T13:49,2021-05-19T13:49,"",46,46,52,
2021-05-19T16:15,2021-05-19T16:15,"",52,52,53,
2021-05-19T16:50,2021-05-19T16:50,"",52,53,52,
2021-05-19T18:06,2021-05-19T18:06,"",52,52,51,
2021-05-20T10:52,2021-05-20T10:52,"",,,,
2021-05-20T11:27,2021-05-20T11:27,"",54,53,55,
2021-05-21T08:17,2021-05-21T08:17,"",52,53,52,
2021-05-21T11:14,2021-05-21T11:14,"",,,,
2021-05-21T11:14,2021-05-21T11:14,"",52,53,53,
2021-05-21T13:54,2021-05-21T13:54,"",,,,
2021-05-21T13:54,2021-05-21T13:54,"",54,56,54,
