Approach,Location,Attractiveness,Size,Frequency,Enjoyment,Blowout,Name,Contact,Age,Datetime,Estimated,Notes
560,175735,6.5,,,0.5,0.5,92404,,,"2023-02-18 15:43:00+01:00",1,
561,531828,6.5,,,1,0,92404,number,,"2023-02-18 16:08:00+01:00",1,
562,531828,6,,,1,0,92404,,,"2023-02-18 16:33:00+01:00",1,
563,531828,6.5,,,0,0,92404,,,"2023-03-03 15:10:57+01:00",1,
564,531828,6,,,0,1,92404,,,"2023-03-10 17:04:00+01:00",1,
565,332195,7.5,,,0.5,0,92404,,,"2023-03-10 17:28:00+01:00",1,
566,332195,7,,,0.5,0,80419,insta,,"2023-03-10 17:52:00+01:00",1,
567,332195,6,,,0.5,0,9636,,,"2023-03-13 16:22:30+01:00",1,
568,332195,7,,,0.5,0,92404,,,"2023-03-13 17:45:00+01:00",1,
569,332195,6,,,0,1,92404,,,"2023-03-14 14:36:48+01:00",1,
570,332195,7,,,1,0,80202,number,,"2023-03-14 14:57:36+01:00",1,
571,332195,7,,,1,0,74013,insta,,"2023-03-14 15:18:24+01:00",1,
572,332195,7,,,0,1,92404,,,"2023-03-14 15:39:12+01:00",1,
573,332195,6.5,,,-0.5,0,92404,,,"2023-03-14 16:00:00+01:00",1,
574,332195,,,,,,92404,,,"2023-03-15 16:03:45+01:00",1,
575,332195,6,,,0,1,92404,,,"2023-03-15 16:37:30+01:00",1,
576,332195,7,,,0.5,0,92404,,,"2023-03-15 17:11:15+01:00",1,
577,332195,6.5,,,1,0,92404,,,"2023-03-15 17:45:00+01:00",1,
578,332195,6.5,,,1,0,81462,number,,"2023-03-16 15:53:00+01:00",1,
579,332195,6,,,0.5,0,92404,,,"2023-03-16 16:22:00+01:00",1,
580,332195,7.5,,,0.5,0,92404,,,"2023-03-16 16:51:00+01:00",1,
581,578941,6,,500,0.5,0,92404,,,"2023-03-18 14:30:25+01:00",1,
582,332195,7,,,0,0,92404,,,"2023-03-18 14:55:51+01:00",1,
583,332195,6,,,0,0,92404,,,"2023-03-18 15:21:17+01:00",1,
584,332195,6.5,,,-0.5,1,92404,,,"2023-03-18 15:46:42+01:00",1,
585,332195,7,,,0,1,92404,,,"2023-03-18 16:12:08+01:00",1,
586,332195,6,,,2,0,21212,number,,"2023-03-18 16:37:34+01:00",1,
587,332195,7,2,,0.5,0,92404,,,"2023-03-18 17:03:00+01:00",1,
588,332195,6.5,,,0,0,92404,,,"2023-03-22 15:35:24+01:00",1,
589,332195,7,,,1,0,92404,,,"2023-03-22 15:54:48+01:00",1,
590,332195,7.5,,,0,0,92404,,,"2023-03-22 16:14:12+01:00",1,
591,332195,6.8,,,1,0,81719,number,,"2023-03-22 16:33:36+01:00",1,
592,332195,6.5,,,0.5,0,92404,,,"2023-03-22 16:53:00+01:00",1,
593,531828,7,,160,1,0,92404,,,"2023-04-15 15:38:00+02:00",1,
594,276017,7.5,,,1.5,0,92404,insta,,"2023-05-27 15:10:00+02:00",1,
595,132388,5.5,,,0,1,92404,,,"2023-05-27 16:10:00+02:00",1,
596,835159,6.7,,,0.2,0,92404,,,"2023-06-03 16:03:00+02:00",1,
597,835159,5,,,0,0,92404,,,"2024-07-13 17:42:00+02:00",1,
598,709269,5.4,,,-1,1,92404,,,"2024-07-20 16:07:00+02:00",1,
599,843941,6,,,1,0,29209,,,"2024-07-23 18:20:00+02:00",1,
600,332195,6.8,,,1,0,92404,,,"2024-08-22 18:07:00+02:00",1,
601,160044,6.5,,,0.5,0,92404,,,"2024-08-22 18:56:00+02:00",1,
602,332195,7.2,,,0,1,92404,,,"2024-08-22 19:45:00+02:00",1,
603,126935,7,,50,0.5,0,29574,,,"2024-08-23 18:29:00+02:00",1,
604,332195,5.8,,,1,0,37088,number,,"2024-08-23 19:15:00+02:00",1,
605,332195,6,,,0.2,0,92404,,,"2024-08-24 15:36:12+02:00",1,
606,98955,7,,,-1.5,1,92404,,,"2024-08-24 16:02:24+02:00",1,
607,98955,7,,,1,0,68234,number,,"2024-08-24 16:28:36+02:00",1,
608,332195,7.5,,30,0.2,0,92404,,,"2024-08-24 16:54:48+02:00",1,
609,817198,7.5,,,0,1,92404,,,"2024-08-24 17:21:00+02:00",1,
610,332195,6.7,,,1,0,92404,,,"2024-08-25 16:35:00+02:00",1,
611,332195,6.8,,,0.5,0,92404,,,"2024-08-25 16:55:00+02:00",1,
612,332195,6,,,0,0,92404,,,"2024-08-25 17:15:00+02:00",1,
613,332195,6,,,0.2,0,92404,,,"2024-08-25 17:35:00+02:00",1,
614,449052,7.5,,,0.5,0,92404,,,"2024-08-28 18:14:00+02:00",0,
615,175735,7,,,1,0,92404,,,"2024-08-28 18:40:00+02:00",0,
616,175735,7,,,0,0,92404,,,"2024-08-28 18:52:00+02:00",0,
617,781627,7,,,0.5,0,92404,,,"2024-08-29 17:53:00+02:00",0,
618,781627,6.8,,15,0.7,0,92404,,,"2024-08-29 18:06:00+02:00",0,
619,157691,6,,,0,1,92404,,,"2024-08-29 18:30:00+02:00",0,
620,449052,7,,,0.5,0,55152,,,"2024-08-31 16:16:00+02:00",0,
621,449052,6.5,,,1,0,70259,,,"2024-08-31 16:41:00+02:00",0,
622,449052,6.5,,,0,0,92404,,,"2024-08-31 16:50:00+02:00",0,
623,276017,6,,,0.7,0,92404,,,"2024-08-31 17:29:00+02:00",0,
624,702595,5.5,,,0.2,0,92404,,,"2024-09-01 15:10:00+02:00",0,
625,702595,6.5,,,0,1,92404,,,"2024-09-01 15:12:00+02:00",0,
626,702595,6,,,0,1,92404,,,"2024-09-01 15:49:00+02:00",0,
627,702595,6,,,1.5,0,17353,number,,"2024-09-01 16:11:00+02:00",0,
628,276017,6,,,0.5,0,92404,"number given",,"2024-09-06 18:45:00+02:00",0,"Older Nepalese"
629,132388,6.5,,,0,1,92404,,,"2024-09-06 19:10:00+02:00",0,
630,449052,7.5,,,0.5,0,92404,,,"2024-09-07 15:25:30+02:00",1,"Iranian on holiday"
631,449052,6.7,,,-0.5,1,92404,,,"2024-09-07 15:51:00+02:00",1,"Dressed black, rude"
632,96049.1,,,,,,92404,,,"2024-09-07 16:16:30+02:00",1,
633,132388,7,,,0.2,0,92404,,,"2024-09-07 16:42:00+02:00",1,
634,449052,6.5,,,0.5,0,92404,,,"2024-09-07 17:07:30+02:00",1,"Small Italian, in town for a concert"
635,276017,6.5,,,0,0,92404,,,"2024-09-07 17:33:00+02:00",1,Re-approach
636,496077,6,,,1.5,0,92404,,,"2024-09-09 15:25:30+02:00",1,"Indian in rose-colored dress"
637,496077,8,,,0.7,0,92404,,,"2024-09-09 15:41:00+02:00",1,"17-year old in black"
638,496077,,,,-0.5,0,92404,,,"2024-09-09 15:56:30+02:00",1,"Slightly rude woman with boyfriend"
639,496077,7.5,,,1,0,92404,instagram,,"2024-09-09 16:12:00+02:00",1,"Italian in a hurry, didn't accept request"
640,496077,5,,,-0.5,0,92404,,,"2024-09-09 16:27:30+02:00",1,"Tattoo artist"
641,496077,7,,,1,0,73390,number,,"2024-09-09 16:43:00+02:00",1,"Blue balls Korean"
642,496077,5.5,,,1,0,92404,instagram,,"2024-09-09 16:58:30+02:00",1,"Older Korean, didn't accept request"
643,496077,7.5,,,0,1,92404,,,"2024-09-09 17:14:00+02:00",1,"Asian who walked away, approach botched"
644,496077,7.5,,,0.2,0,92404,,,"2024-09-09 17:29:30+02:00",1,"Korean who said she 'has a boyfriend at home'"
645,823073,6.5,,,0.5,0,92404,,,"2024-09-09 17:45:00+02:00",1,"Last-ditch approach, bf"
