0,1,1
1,1,2
2,1,8
2,2,8
3,1,144
3,2,96
3,3,208
3,6,64
4,1,10752
4,2,9216
4,3,9472
4,4,11520
4,5,3072
4,6,7168
4,8,6144
4,12,7168
4,24,1024
5,1,3306240
5,2,3267840
5,3,3653120
5,4,2469120
5,5,3285504
5,6,1443840
5,7,1789440
5,8,1440000
5,9,860160
5,10,3363840
5,11,368640
5,12,583680
5,13,184320
5,14,122880
5,15,2252800
5,16,245760
5,18,245760
5,20,1966081
5,24,20480
5,25,491520
5,30,1259520
5,40,491520
5,60,409600
5,120,32768
