198599,1.0,0.85,129398.0
198582,1.0,0.7,361780.0
198562,1.0,0.99,963976.0
198562,1.0,0.95,934137.0
198562,1.0,0.9,925059.0
198562,1.0,1.0,207456.0
198562,1.0,1.0,190138.0
198554,1.0,0.42,911840.0
198554,1.0,0.3,758973.0
198551,1.0,0.75,998100.0
198551,1.0,0.89,971088.0
198551,1.0,0.93,844472.0
198551,1.0,0.96,834655.0
198551,1.0,0.99,734776.0
198551,1.0,1.0,334818.0
198537,1.0,0.65,555594.0
198537,1.0,0.45,382984.0
198531,1.0,0.3,942546.0
198531,1.0,0.4,942061.0
198531,1.0,0.02,897561.0
198531,1.0,0.04,857619.0
198531,1.0,0.14,665575.0
198531,1.0,0.3,585146.0
198531,1.0,0.15,572550.0
198531,1.0,0.2,528247.0
198531,1.0,0.4,342771.0
198531,1.0,0.2,332468.0
198531,1.0,0.45,308217.0
198531,1.0,0.3,172505.0
198531,1.0,0.6,160734.0
198531,1.0,0.75,159600.0
198531,1.0,0.65,159330.0
198531,1.0,0.87,131126.0
198531,1.0,0.03,82884.0
198531,1.0,0.3,82870.0
198531,1.0,0.85,32208.0
198623,0.0,0.8,54803.0
198593,0.0,0.4,553978.0
198593,0.0,0.88,544670.0
198593,0.0,0.55,512675.0
198593,0.0,0.87,371475.0
198593,0.0,0.5,185946.0
198593,0.0,0.8,156962.0
198593,0.0,0.5,79126.0
198593,0.0,0.56,44226.0
198585,0.0,0.75,336230.0
198583,0.0,0.65,361745.0
198571,0.0,0.7,714753.0
198571,0.0,0.06,671018.0
198571,0.0,0.05,551470.0
198571,0.0,0.05,529614.0
198571,0.0,0.01,282535.0
198571,0.0,0.0,180596.0
198553,0.0,0.3,911950.0
198553,0.0,0.1,758991.0
198511,1.0,0.8,401921.0
198511,1.0,0.6,317411.0
198511,1.0,0.7,317381.0
198511,1.0,0.95,45122.0
198475,1.0,0.8,1131402.0
198475,1.0,0.9,442252.0
198441,1.0,0.8,2385773.0
198441,1.0,0.65,1861088.0
198439,1.0,0.8,2750792.0
198439,1.0,0.85,2224261.0
198439,1.0,0.9,1681970.0
198439,1.0,0.95,1558953.0
198438,1.0,0.7,1227765.0
198438,1.0,0.9,751448.0
198438,1.0,0.99,742919.0
198438,1.0,0.65,148251.0
198429,1.0,0.65,2045366.0
198429,1.0,0.95,1291509.0
198429,1.0,0.6,1118511.0
198429,1.0,0.95,931214.0
198429,1.0,0.8,930366.0
198429,1.0,0.25,749177.0
198428,1.0,0.4,2045378.0
198428,1.0,0.9,1291509.0
198428,1.0,0.9,931216.0
198428,1.0,0.6,930324.0
198428,1.0,0.25,749181.0
198427,1.0,0.15,2045395.0
198427,1.0,0.25,1478303.0
198427,1.0,0.08,1292014.0
198427,1.0,0.84,1291507.0
198427,1.0,0.3,931214.0
198427,1.0,0.5,749220.0
198527,0.0,0.75,854811.0
198527,0.0,0.6,803319.0
198505,0.0,0.6,24122.0
198505,0.0,0.02,12794.0
198504,0.0,0.4,1336999.0
198504,0.0,0.7,1190350.0
198504,0.0,0.5,832505.0
198504,0.0,0.46,787682.0
198504,0.0,0.7,726917.0
198504,0.0,0.42,720739.0
198504,0.0,0.4,562699.0
198504,0.0,0.12,462118.0
198504,0.0,0.6,326691.0
